### IMAGE_DOS_HEADER   Groesse 128 (0x80)
  +0x4     field1_0x4                                 dword                  4 Byte
  +0x8     field2_0x8                                 dword                  4 Byte
  +0xc     field3_0xc                                 dword                  4 Byte
  +0x10    codePage                                   CodePageInt            4 Byte
  +0x14    field5_0x14                                dword                  4 Byte
  +0x18    field6_0x18                                dword                  4 Byte
  +0x1c    textSurfaceTarget                          RenderTargetInt        4 Byte
  +0x20    field8_0x20                                dword                  4 Byte
  +0x24    field9_0x24                                int                    4 Byte
  +0x28    field10_0x28                               int                    4 Byte
  +0x2c    field11_0x2c                               dword                  4 Byte
  +0x30    field12_0x30                               dword                  4 Byte
  +0x34    field13_0x34                               dword                  4 Byte
  +0x38    textColor                                  dword                  4 Byte
  +0x3c    sizeOfOneFontSet_0x3c                      int                    4 Byte
  +0x40    alternativeCodePageUsedUnk                 BOOLEnum               4 Byte
  +0x44    gameLanguage                               GameLanguageInt        4 Byte
  +0x48    fontSizeClassArray                         FontSizeClass[20]      720 Byte
  +0x318   stringArray1                               char[32][128]          4096 Byte
  +0x1318  count1                                     dword                  4 Byte
  +0x1320  integerTextBuffer                          char[20]               20 Byte
  +0x1334  field26_0x1334                             char[20]               20 Byte
  +0x1348  field27_0x1348                             dword                  4 Byte
  +0x134c  textOffsets                                int[260]               1040 Byte
  +0x175c  textStart                                  char[351000]           351000 Byte

### BottomLeftTextDisplayState   Groesse 36 (0x24)
  +0x0     currentlyDisplayedTextIsDisplayedUnk       dword                  4 Byte
  +0x4     currentlyDisplayedUnkTextGroupIndex_0x4    dword                  4 Byte
  +0x8     currentlyDisplayedUnkTextNumInGroup_0x8    dword                  4 Byte
  +0xc     currentlyDisplayedUnktextExtraObject       TextMessageBLLookupStructUnion 4 Byte
  +0x10    currentlyDisplayedTextImportanceUnk        int                    4 Byte
  +0x14    textMessageDurationUnk                     int                    4 Byte
  +0x18    textMessageTime                            int                    4 Byte
  +0x1c    unknownCountdown01                         int                    4 Byte
  +0x20    countdown                                  dword                  4 Byte

### BuildingNameRelatedStruct   Groesse 40 (0x28)
  +0x0     nameNumberInTextGroup                      int                    4 Byte
  +0x4     field1_0x4                                 BuildingNameRelatedSubStruct[3] 36 Byte

### DisplayElement   Groesse 36 (0x24)
  +0x0     x_0x0                                      int                    4 Byte
  +0x4     y_0x4                                      int                    4 Byte
  +0x8     elementID_0x8                              DisplayElementIDInt    4 Byte
  +0xc     elementStateUnk_0xc                        dword                  4 Byte
  +0x10    activationTime_0x10                        dword                  4 Byte
  +0x14    displayDuration_0x14                       int                    4 Byte
  +0x18    renderFunction_0x18                        DisplayElementRenderFunc * 4 Byte
  +0x1c    positionModifier_0x1c                      DisplayElementPositionModifierInt 4 Byte
  +0x20    nextDisplayElement_0x20                    DisplayElement *       4 Byte

### HoveredState   Groesse 480 (0x1e0)
  +0x0     elements                                   HoveredStateElement[20] 480 Byte

### MenuHandlerState   Groesse 64 (0x40)
  +0x0     pointerToMenuIDMenuElementAddressMap       MenuIDMenuElementAddressPair * 4 Byte
  +0x4     currentMenu                                Menu *                 4 Byte
  +0x8     ucPtrStruct                                UCPointerStruct        4 Byte
  +0x10    x                                          int                    4 Byte
  +0x14    y                                          int                    4 Byte
  +0x18    isBuildMenuTransitioning_0x18              BOOLEnum               4 Byte
  +0x1c    const017                                   dword                  4 Byte
  +0x20    const516                                   dword                  4 Byte
  +0x24    buildMenuBackgroundLeftShift_0x24          int                    4 Byte
  +0x28    buildMenuItemsLeftShift_0x28               dword                  4 Byte
  +0x2c    buildMenuTransitionDirection_0x2c          int                    4 Byte
  +0x30    buildMenuTransitionStartTime_0x30          int                    4 Byte
  +0x34    buildMenuTransitionDuration_0x34           int                    4 Byte
  +0x38    buildMenuTransitionProgress_0x38           int                    4 Byte
  +0x3c    field18_0x3c                               dword                  4 Byte

### MenuItem   Groesse 80 (0x50)
  +0x0     menuItemType                               MenuItemTypeInt        4 Byte
  +0x4     position                                   MenuItemPosition       8 Byte
  +0xc     itemWidth                                  int                    4 Byte
  +0x10    itemHeight                                 int                    4 Byte
  +0x14    menuItemActionHandler                      MenuItemActionHandler * 4 Byte
  +0x18    callbackParameter                          MenuItemCallbackParameter 4 Byte
  +0x1c    menuItemRenderFunction                     MenuItemRenderFunction * 4 Byte
  +0x20    firstItemTypeData                          MenuItemFirstItemTypeData 4 Byte
  +0x24    menuItemRenderFunctionType                 MenuItemRenderFunctionTypeInt 4 Byte
  +0x28    testNotEqualZero                           int                    4 Byte
  +0x2c    textMessageLookupIndex                     UnknownMenuSubStruct   4 Byte
  +0x30    ucID                                       UserControlIDShort     2 Byte
  +0x32    hovering                                   short                  2 Byte
  +0x34    clicked                                    short                  2 Byte
  +0x36    iconDeactivatedUnk_0x36                    ushort                 2 Byte
  +0x38    unknownZero                                short                  2 Byte
  +0x3a    field16_0x3a                               short                  2 Byte
  +0x3c    secondItemTypeData                         MenuItemSecondItemTypeData 16 Byte
  +0x4c    menuPointer                                Menu *                 4 Byte

### MinimapViewState   Groesse 400376 (0x61bf8)
  +0x0     field0_0x0                                 undefined4             4 Byte
  +0x4     field1_0x4                                 undefined4             4 Byte
  +0x8     field2_0x8                                 undefined4             4 Byte
  +0xc     field3_0xc                                 undefined4             4 Byte
  +0x10    field4_0x10                                undefined4             4 Byte
  +0x14    field5_0x14                                undefined4             4 Byte
  +0x18    width                                      undefined4             4 Byte
  +0x1c    height                                     undefined4             4 Byte
  +0x20    widthFactor                                undefined4             4 Byte
  +0x24    heightFactor                               undefined4             4 Byte
  +0x28    x                                          undefined4             4 Byte
  +0x2c    y                                          undefined4             4 Byte
  +0x30    oneOrTwo                                   undefined4             4 Byte
  +0x34    field13_0x34                               undefined4             4 Byte
  +0x38    field14_0x38                               undefined4             4 Byte
  +0x3c    field15_0x3c                               undefined4             4 Byte
  +0x40    DAT_SomeMiniMapCounterTill4                undefined4             4 Byte
  +0x44    field17_0x44                               ushort[80000]          160000 Byte
  +0x27144 field18_0x27144                            ushort[80000]          160000 Byte
  +0x4e244 loadedMiniMap                              short[200][200]        80000 Byte
  +0x61ac4 DAT_MapU4B64                               MapHeaderSection4IntStruct 64 Byte
  +0x61b04 spawnMomentX                               int[20]                80 Byte
  +0x61b54 spawnMomentY                               int[20]                80 Byte
  +0x61ba4 spawnMoment                                DWORD[20]              80 Byte
  +0x61bf4 spawnMomentCount                           undefined4             4 Byte

### TextureRenderCore   Groesse 1496196 (0x16d484)
  +0x0     bufferAllocStateUnk_0x0                    dword                  4 Byte
  +0x4     drawBufferChoiceValue                      RenderTargetInt        4 Byte
  +0x8     currentRenderSurfaceIdentifierUnk_0x8      RenderTargetInt        4 Byte
  +0xc     currentRenderSurface                       ushort *               4 Byte
  +0x10    mbr_0x10                                   dword                  4 Byte
  +0x2c    field29_0x2c                               int                    4 Byte
  +0x44    gmSizeOfProcessedPictures_0x44             int                    4 Byte
  +0x48    gmNumberOfProcessedPictures                int                    4 Byte
  +0x4c    gmFileID                                   int                    4 Byte
  +0x50    unknownSfxAndGmRelatedFlag                 BOOLEnum               4 Byte
  +0x54    isZoom2                                    int                    4 Byte
  +0x58    mapGameSurfaceHeightRange                  Range                  8 Byte
  +0x60    screenMenuSurfaceHeightRange               Range                  8 Byte
  +0x68    activeMenuTabIndex                         dword                  4 Byte
  +0x6c    mbr_0x6c                                   dword                  4 Byte
  +0x70    mbr_0x70                                   dword                  4 Byte
  +0x74    gmProcessedImageDataBufferSize_0x74        int                    4 Byte
  +0x78    gmProcessedImageData                       void *                 4 Byte
  +0x7c    unknownMemSize_1_0x7c                      int                    4 Byte
  +0x80    unknownMemPtr_1_0x80                       void *                 4 Byte
  +0x84    unknownMemSize_2_0x84                      int                    4 Byte
  +0x88    address2                                   void *                 4 Byte
  +0x8c    gmAndGfxImageDataBufferSize_0x8c           int                    4 Byte
  +0x90    gmAndGfxImageDataBuffer                    void *                 4 Byte
  +0x94    bitmapsFaces_0x94                          void *                 4 Byte
  +0x98    field69_0x98                               int[20]                80 Byte
  +0xe8    unknownPlayerDependentRenderValue          int[8]                 32 Byte
  +0x108   field71_0x108                              int                    4 Byte
  +0x10c   field72_0x10c                              int                    4 Byte
  +0x110   field73_0x110                              int                    4 Byte
  +0x114   field74_0x114                              int                    4 Byte
  +0x118   field75_0x118                              int                    4 Byte
  +0x11c   field76_0x11c                              int                    4 Byte
  +0x120   field77_0x120                              int                    4 Byte
  +0x124   field78_0x124                              int                    4 Byte
  +0x128   field79_0x128                              int                    4 Byte
  +0x12c   field80_0x12c                              int                    4 Byte
  +0x51c   gmFileHeaderColorpaletteArray              GMFileHeaderColorpalette[240] 1249920 Byte
  +0x13179c gmFileNameArray_UNUSEDUnk_0x13179c         char[240][1001]        240240 Byte
  +0x16c20c loadedGfxArray                             GfxRef[100]            1600 Byte
  +0x16c84c totalLoadedGfx                             int                    4 Byte
  +0x16c850 backwardsLoadedGfxIndex_0x16C850           int                    4 Byte
  +0x16c854 renderingRect_16c854                       RECT                   16 Byte
  +0x16c864 mapSurfaceRangeTemporaryUnk_0x16c864       Range                  8 Byte
  +0x16c884 campaignMapColorMapsUnk_0x16c886           ushort[6][256]         3072 Byte

### WindowAndDirectDraw   Groesse 484 (0x1e4)
  +0x0     drawingReady_0x0                           BOOLEnum               4 Byte
  +0x4     depthBitsPerPixel                          dword                  4 Byte
  +0x8     screenHorizontalResolutionInPixels         int                    4 Byte
  +0xc     screenVerticalResolutionInPixels           int                    4 Byte
  +0x10    screenWidthOnInit_0x10                     int                    4 Byte
  +0x14    screenHeightOnInit_0x14                    int                    4 Byte
  +0x18    gameResolutionX                            int                    4 Byte
  +0x1c    gameResolutionY                            int                    4 Byte
  +0x20    mainMenuBorderWidth                        int                    4 Byte
  +0x24    mainMenuBorderHeight                       int                    4 Byte
  +0x28    gameOnScreenPosX_0x28                      int                    4 Byte
  +0x2c    gameOnScreenPosY_0x2c                      int                    4 Byte
  +0x30    gameInWindowPosX_0x30                      int                    4 Byte
  +0x34    gameInWindowPosY_0x34                      int                    4 Byte
  +0x38    resolutionX                                int                    4 Byte
  +0x3c    resolutionY                                int                    4 Byte
  +0x40    byteSizeOfOneHorizontalLine                int                    4 Byte
  +0x44    gameResolutionY_3_0x44                     int                    4 Byte
  +0x48    byteSizeofScreenResolution                 int                    4 Byte
  +0x4c    numPixel_GameX_x_3_x_GameY_0x4c            int                    4 Byte
  +0x50    colorDepth                                 dword                  4 Byte
  +0x54    colorBitMode                               ColorModeInt           4 Byte
  +0x58    runGameAsExclusiveFullscreen               BOOLEnum               4 Byte
  +0x5c    currentGameResolution                      ScreenResolutionEnumInt 4 Byte
  +0x60    windowMoveEventBlitCountdown               dword                  4 Byte
  +0x64    postWindowCloseMessage                     dword                  4 Byte
  +0x68    resolutionSupported_0x68                   ScreenResolutionArrayStruct 64 Byte
  +0xa8    hInstanceUnk_0xa8                          HINSTANCE              4 Byte
  +0xac    windowHandle                               HWND                   4 Byte
  +0xb0    clientOnScreenCoords                       RECT                   16 Byte
  +0xc0    unk_resetViewportRelated                   dword                  4 Byte
  +0xc4    isNotProcessingInputEvents                 BOOLEnum               4 Byte
  +0xc8    gameFocused                                BOOLEnum               4 Byte
  +0xcc    mbr_0xcc                                   dword                  4 Byte
  +0xd0    mbr_0xd0                                   dword                  4 Byte
  +0xd4    surfacePointer_screenMenu                  ushort *               4 Byte
  +0xd8    surfacePointer_mapGame                     ushort *               4 Byte
  +0xdc    field37_0xdc                               dword                  4 Byte
  +0xe0    not_DDCAPS2_CANBOBHARDWARE_0xe0            BOOLEnum               4 Byte
  +0xec    pointerToIDirectDrawInterface              IDirectDraw *          4 Byte
  +0xf0    directDrawBackbufferSurfacePointer         IDirectDrawSurface *   4 Byte
  +0xf4    directDrawPrimarySurfacePointer            IDirectDrawSurface *   4 Byte
  +0xf8    NOTSelfBufferOrWindowMode_0xf8             BOOLEnum               4 Byte
  +0xfc    directDrawOffscreenSurfacePointer_screenMenu IDirectDrawSurface *   4 Byte
  +0x100   directDrawOffscreenSurfacePointer_mapGame  IDirectDrawSurface *   4 Byte
  +0x104   surfDescBink_offSurfScreenMenu_0x104       DDSURFACEDESC          108 Byte
  +0x170   surfDescBink_offSurfMapGame                DDSURFACEDESC          108 Byte
  +0x1dc   unknownSpecificPointer                     undefined *            4 Byte
  +0x1e0   windowRenderTimeUnk_0x1e0                  dword                  4 Byte

### ScrollingHandler   Groesse 72 (0x48)
  +0x0     isScrolling_0x0                            BOOLEnum               4 Byte
  +0x4     scrollDirection_0x4                        ScrollDirectionInt     4 Byte
  +0x8     scrollRight                                BOOLEnum               4 Byte
  +0xc     scrollLeft                                 BOOLEnum               4 Byte
  +0x10    scrollDown                                 BOOLEnum               4 Byte
  +0x14    scrollUp                                   BOOLEnum               4 Byte
  +0x18    rightKeyDown_0x18                          BOOLEnum               4 Byte
  +0x1c    leftKeyDown_0x1c                           BOOLEnum               4 Byte
  +0x20    downKeyDown_0x20                           BOOLEnum               4 Byte
  +0x24    upKeyDown_0x24                             BOOLEnum               4 Byte
  +0x28    field10_0x28                               undefined4             4 Byte
  +0x2c    field11_0x2c                               undefined4             4 Byte
  +0x30    field12_0x30                               undefined4             4 Byte
  +0x34    field13_0x34                               undefined4             4 Byte
  +0x38    scrollSpeedSetting_0x38                    ScrollSpeedInt         4 Byte
  +0x3c    scrollDistanceBase                         int                    4 Byte
  +0x40    timeOfLastNotScroll_0x40                   int                    4 Byte
  +0x44    timeScrolling_0x44                         int                    4 Byte

### TextMessageBLLookupStruct   Groesse 16 (0x10)
  +0x0     messageType                                TextMessageBLLookupStructTypeEnumInt 4 Byte
  +0x4     textGroupIndex                             int                    4 Byte
  +0x8     textIndexInGroup                           int                    4 Byte
  +0xc     associatedType                             TextMessageBLLookupStructUnion 4 Byte

### UIDragDropDefinedData   Groesse 108 (0x6c)
  +0x0     DAT_MenuView_TriggerInitial                BOOLEnum               4 Byte
  +0x4     DAT_UI_DragTicks                           byte[100]              100 Byte

### Stopwatch   Groesse 16 (0x10)
  +0x0     duration_0x0                               dword                  4 Byte
  +0x4     running_0x4                                BOOLEnum               4 Byte
  +0x8     startTime_0x8                              dword                  4 Byte
  +0xc     stopTime_0xc                               dword                  4 Byte

### EHExceptionRecord   Groesse 32 (0x20)
  +0x0     ExceptionCode                              DWORD                  4 Byte
  +0x4     ExceptionFlags                             DWORD                  4 Byte
  +0x8     ExceptionRecord                            _EXCEPTION_RECORD *    4 Byte
  +0xc     ExceptionAddress                           void *                 4 Byte
  +0x10    NumberParameters                           DWORD                  4 Byte
  +0x14    params                                     EHParameters           12 Byte

### _s_CatchableType   Groesse 28 (0x1c)
  +0x0     properties                                 uint                   4 Byte
  +0x4     pType                                      TypeDescriptor *       4 Byte
  +0x8     thisDisplacement                           PMD                    12 Byte
  +0x14    sizeOrOffset                               int                    4 Byte
  +0x18    copyFunction                               PMFN                   4 Byte

### _s_ThrowInfo   Groesse 16 (0x10)
  +0x0     attributes                                 uint                   4 Byte
  +0x4     pmfnUnwind                                 PMFN                   4 Byte
  +0x8     pForwardCompat                             _func_9631 *           4 Byte
  +0xc     pCatchableTypeArray                        CatchableTypeArray *   4 Byte

### _IMAGE_IMPORT_DESCRIPTOR   Groesse 20 (0x14)
  +0x0     u                                          _union_265             4 Byte
  +0x4     TimeDateStamp                              DWORD                  4 Byte
  +0x8     ForwarderChain                             DWORD                  4 Byte
  +0xc     Name                                       DWORD                  4 Byte
  +0x10    FirstThunk                                 DWORD                  4 Byte

### length_error   Groesse 40 (0x28)
  +0x0     logic_error                                logic_error            40 Byte

### AIVDefinedData   Groesse 7404 (0x1cec)
  +0x4     DAT_AIVSectionAddressArray                 AIVSectionAddress[14]  224 Byte
  +0xf4    field21_0xf4                               MappersEnum[79]        316 Byte
  +0x234   aivFileNames                               char[16][8][50]        6400 Byte
  +0x1b34  offsetsForFiveByFiveAreaSpotCheck          XYPair[9]              72 Byte
  +0x1b7c  offsetsForClockwiseThreeByThreeAreaCheck   XYPair[9]              72 Byte
  +0x1bc4  offsetsForSpotCheckThreeByThreeAreaOnTheSide XYPair[4]              32 Byte
  +0x1be4  tilesSelfAndRightThree                     XYPair[4]              32 Byte
  +0x1c04  field31_0x1c04                             int[58]                232 Byte

### AIVSpec   Groesse 28056 (0x6d98)
  +0x0     playerID                                   int                    4 Byte
  +0x4     aiType                                     int                    4 Byte
  +0x8     keepOrientation                            int                    4 Byte
  +0xc     castleID                                   int                    4 Byte
  +0x10    aivSubType                                 int                    4 Byte
  +0x14    currentStepGoal                            int                    4 Byte
  +0x18    aivPoorCounter                             int                    4 Byte
  +0x1c    aivPoorLimit_OR_AIC_buildInterval          int                    4 Byte
  +0x20    totalSteps                                 int                    4 Byte
  +0x24    keepXOffset                                int                    4 Byte
  +0x28    keepYOffset                                int                    4 Byte
  +0x2c    keepX                                      int                    4 Byte
  +0x30    keepY                                      int                    4 Byte
  +0x34    aivBuildingSteps                           AIVBuildingStep[1000]  12000 Byte
  +0x2f14  locationsArray                             int[4000]              16000 Byte
  +0x6d94  wallLocationsArrayIndex                    int                    4 Byte

### AIVState   Groesse 748656 (0xb6c70)
  +0x0     totalSteps                                 int                    4 Byte
  +0x4     aivs                                       AIVSpec[9]             252504 Byte
  +0x3da5c aivFileHash                                int[16][8]             512 Byte
  +0x3dc5c aivFilePresent                             int[16][8]             512 Byte
  +0x3de5c receivedAIVFileHash                        byte[9][512]           4608 Byte
  +0x3f05c aivFileAvailabilityPerAIArray              int[20]                80 Byte
  +0x3f0ac numberOfAIsWithAIV                         int                    4 Byte
  +0x3f0b0 keepX                                      int                    4 Byte
  +0x3f0b4 keepY                                      int                    4 Byte
  +0x3f0b8 counter                                    int                    4 Byte
  +0x3f0bc typeInfo                                   undefined1             1 Byte
  +0x3f0bd defensesHeightAndEdgeInformation           undefined1             1 Byte
  +0x3f0be unusedUnk                                  undefined1             1 Byte
  +0x3f0bf noise                                      undefined1             1 Byte
  +0x3f0c0 constructions                              AIVBuildingType2Short[10000] 20000 Byte
  +0x43ee0 steps                                      int[100][100]          40000 Byte
  +0x4db20 rotatedConstructions                       short[100][100]        20000 Byte
  +0x52940 rotatedSteps                               int[100][100]          40000 Byte
  +0x5c580 pauses                                     int[20]                80 Byte
  +0x5c5d0 unusedPauses                               int[30]                120 Byte
  +0x5c648 pauseDelay                                 int                    4 Byte
  +0x5c64c unitLocations                              int[24][10]            960 Byte
  +0x5ca0c buildingCounter                            undefined4             4 Byte
  +0x5ca10 invalidTileCounter                         undefined4             4 Byte
  +0x5ca14 mapExtraInfo                               AIMapExtraInfo         816 Byte
  +0x5cd44 heatMaps                                   HeatMap[80][80]        307200 Byte
  +0xa7d44 visitCount                                 int                    4 Byte
  +0xa7d48 algAIndex                                  undefined4             4 Byte
  +0xa7d4c algBIndex                                  undefined4             4 Byte
  +0xa7d50 heatMapXArray                              int[6400]              25600 Byte
  +0xae150 heatMapYArray                              int[6400]              25600 Byte
  +0xb4550 buildingApproriateGridXPosition            int                    4 Byte
  +0xb4554 buildingAppropriateGridYPosition           int                    4 Byte
  +0xb4558 isHandled                                  byte[10000]            10000 Byte
  +0xb6c68 aivCount                                   int                    4 Byte
  +0xb6c6c unused01                                   int                    4 Byte

### SoundEffectsHelperData1   Groesse 136 (0x88)
  +0x0     DAT_NegativeCountdownMin1ToMin4Becomes0    int                    4 Byte
  +0x4     DAT_Music_TotalTroopValue                  int                    4 Byte
  +0x8     field2_0x8                                 int                    4 Byte
  +0xc     SEC_Section1079                            MusicControl           32 Byte
  +0x2c    field4_0x2c                                int                    4 Byte
  +0x30    SND_SomeTimerResolution                    undefined4             4 Byte
  +0x34    field6_0x34                                undefined4             4 Byte
  +0x38    DAT_NumberOfUsedSoundSamplePlaces          int                    4 Byte
  +0x3c    field8_0x3c                                int                    4 Byte
  +0x40    DAT_RandomVariationCurrentPlayingMusic_01  int                    4 Byte
  +0x44    DAT_SomeSoundTime2                         int                    4 Byte
  +0x48    DAT_RandomVariationCurrentPlayingMusic_02  int                    4 Byte
  +0x4c    field12_0x4c                               int                    4 Byte
  +0x50    field13_0x50                               int                    4 Byte
  +0x54    field14_0x54                               BOOLEnum               4 Byte
  +0x58    field15_0x58                               BOOLEnum               4 Byte
  +0x5c    field16_0x5c                               int                    4 Byte
  +0x60    DAT_WinMusicVariation                      int                    4 Byte
  +0x64    field18_0x64                               int                    4 Byte
  +0x68    DAT_LossMusicVariation                     int                    4 Byte
  +0x6c    DAT_enemyInsideCastleSoundWarningCooldownTimer DWORD                  4 Byte
  +0x70    field21_0x70                               undefined4             4 Byte
  +0x74    SND_Waveformat                             WAVEFORMATEX           18 Byte

### GameStateStructures   Groesse 605172 (0x93bf4)
  +0x0     hotkeyTribes                               UnitSelectionHotKeyEntry[10] 200000 Byte
  +0x30d40 playerDataArray                            PlayerData[9]          133524 Byte
  +0x516d4 mapAndTime                                 MapAndTimeState        262608 Byte
  +0x918a4 gameTicksLoadBalancer                      int                    4 Byte
  +0x918a8 first500BuildingsPerPlayer                 short[9][500]          9000 Byte
  +0x93bd0 first500BuildingsCurrentIndexCounter       int[9]                 36 Byte

### MissionAestheticsDefinedData   Groesse 21764 (0x5504)
  +0x0     field0_0x0                                 char * *               4 Byte
  +0x4     field1_0x4                                 char * *               4 Byte
  +0x8     field2_0x8                                 char * *               4 Byte
  +0xc     field3_0xc                                 char * *               4 Byte
  +0x10    field4_0x10                                char * *               4 Byte
  +0x14    field5_0x14                                char * *               4 Byte
  +0x18    field6_0x18                                char * *               4 Byte
  +0x1c    field7_0x1c                                char * *               4 Byte
  +0x20    field8_0x20                                char * *               4 Byte
  +0x24    field9_0x24                                char * *               4 Byte
  +0x28    field10_0x28                               char * *               4 Byte
  +0x2c    field11_0x2c                               char * *               4 Byte
  +0x30    field12_0x30                               char * *               4 Byte
  +0x34    field13_0x34                               char * *               4 Byte
  +0x38    field14_0x38                               char * *               4 Byte
  +0x3c    field15_0x3c                               char * *               4 Byte
  +0x40    field16_0x40                               char * *               4 Byte
  +0x44    field17_0x44                               char * *               4 Byte
  +0x48    field18_0x48                               char * *               4 Byte
  +0x4c    field19_0x4c                               char * *               4 Byte
  +0x50    field20_0x50                               char * *               4 Byte
  +0x54    field21_0x54                               char * *               4 Byte
  +0x58    field22_0x58                               char * *               4 Byte
  +0x5c    field23_0x5c                               char * *               4 Byte
  +0x60    field24_0x60                               char * *               4 Byte
  +0x64    field25_0x64                               char * *               4 Byte
  +0x68    field26_0x68                               char * *               4 Byte
  +0x6c    field27_0x6c                               char * *               4 Byte
  +0x70    field28_0x70                               char * *               4 Byte
  +0x74    field29_0x74                               char * *               4 Byte
  +0x78    field30_0x78                               char * *               4 Byte
  +0x7c    field31_0x7c                               char * *               4 Byte
  +0x80    field32_0x80                               char * *               4 Byte
  +0x84    field33_0x84                               char * *               4 Byte
  +0x88    field34_0x88                               char * *               4 Byte
  +0x8c    field35_0x8c                               char * *               4 Byte
  +0x90    field36_0x90                               char * *               4 Byte
  +0x94    field37_0x94                               char * *               4 Byte
  +0x98    field38_0x98                               char * *               4 Byte
  +0x9c    field39_0x9c                               char * *               4 Byte
  +0xa0    field40_0xa0                               char * *               4 Byte
  +0xa4    field41_0xa4                               char * *               4 Byte
  +0xa8    field42_0xa8                               char * *               4 Byte
  +0xac    field43_0xac                               char * *               4 Byte
  +0xb0    field44_0xb0                               char * *               4 Byte
  +0xb4    field45_0xb4                               char * *               4 Byte
  +0xb8    field46_0xb8                               char * *               4 Byte
  +0xbc    field47_0xbc                               char * *               4 Byte
  +0xc0    field48_0xc0                               char * *               4 Byte
  +0xc4    field49_0xc4                               char * *               4 Byte
  +0xc8    field50_0xc8                               char * *               4 Byte
  +0xcc    field51_0xcc                               char * *               4 Byte
  +0xd0    field52_0xd0                               char * *               4 Byte
  +0xd4    field53_0xd4                               char * *               4 Byte
  +0xd8    field54_0xd8                               char * *               4 Byte
  +0xdc    field55_0xdc                               char * *               4 Byte
  +0xe0    field56_0xe0                               char * *               4 Byte
  +0xe4    field57_0xe4                               char * *               4 Byte
  +0xe8    field58_0xe8                               char * *               4 Byte
  +0xec    field59_0xec                               char * *               4 Byte
  +0xf0    field60_0xf0                               char * *               4 Byte
  +0xf4    field61_0xf4                               char * *               4 Byte
  +0xf8    field62_0xf8                               char * *               4 Byte
  +0xfc    field63_0xfc                               char * *               4 Byte
  +0x100   field64_0x100                              char * *               4 Byte
  +0x104   field65_0x104                              char * *               4 Byte
  +0x108   field66_0x108                              char * *               4 Byte
  +0x10c   field67_0x10c                              char * *               4 Byte
  +0x110   field68_0x110                              char * *               4 Byte
  +0x114   field69_0x114                              char * *               4 Byte
  +0x118   field70_0x118                              char * *               4 Byte
  +0x11c   field71_0x11c                              char * *               4 Byte
  +0x120   field72_0x120                              char * *               4 Byte
  +0x124   field73_0x124                              char * *               4 Byte
  +0x128   field74_0x128                              char * *               4 Byte
  +0x12c   field75_0x12c                              char * *               4 Byte
  +0x130   field76_0x130                              char * *               4 Byte
  +0x134   field77_0x134                              char * *               4 Byte
  +0x138   field78_0x138                              char * *               4 Byte
  +0x13c   field79_0x13c                              char * *               4 Byte
  +0x140   field80_0x140                              char * *               4 Byte
  +0x144   field81_0x144                              char * *               4 Byte
  +0x148   field82_0x148                              char * *               4 Byte
  +0x14c   field83_0x14c                              char * *               4 Byte
  +0x150   field84_0x150                              char * *               4 Byte
  +0x154   field85_0x154                              char * *               4 Byte
  +0x158   field86_0x158                              char * *               4 Byte
  +0x15c   field87_0x15c                              char * *               4 Byte
  +0x160   field88_0x160                              char * *               4 Byte
  +0x164   field89_0x164                              char * *               4 Byte
  +0x168   field90_0x168                              char * *               4 Byte
  +0x16c   field91_0x16c                              char * *               4 Byte
  +0x170   field92_0x170                              int[5]                 20 Byte
  +0x184   field93_0x184                              char * *               4 Byte
  +0x188   field94_0x188                              char * *               4 Byte
  +0x18c   field95_0x18c                              char * *               4 Byte
  +0x190   field96_0x190                              char * *               4 Byte
  +0x194   field97_0x194                              char * *               4 Byte
  +0x198   field98_0x198                              char * *               4 Byte
  +0x19c   field99_0x19c                              char * *               4 Byte
  +0x1a0   field100_0x1a0                             char * *               4 Byte
  +0x1a4   field101_0x1a4                             char * *               4 Byte
  +0x1a8   field102_0x1a8                             char * *               4 Byte
  +0x1ac   field103_0x1ac                             char * *               4 Byte
  +0x1b0   field104_0x1b0                             char * *               4 Byte
  +0x1b4   field105_0x1b4                             char * *               4 Byte
  +0x1b8   field106_0x1b8                             char * *               4 Byte
  +0x1bc   field107_0x1bc                             char * *               4 Byte
  +0x1c0   field108_0x1c0                             char * *               4 Byte
  +0x1c4   field109_0x1c4                             char * *               4 Byte
  +0x1c8   field110_0x1c8                             char * *               4 Byte
  +0x1cc   field111_0x1cc                             char * *               4 Byte
  +0x1d0   field112_0x1d0                             char * *               4 Byte
  +0x1d4   field113_0x1d4                             char * *               4 Byte
  +0x1d8   field114_0x1d8                             char * *               4 Byte
  +0x1dc   field115_0x1dc                             char * *               4 Byte
  +0x1e0   field116_0x1e0                             char * *               4 Byte
  +0x1e4   field117_0x1e4                             char * *               4 Byte
  +0x1e8   field118_0x1e8                             char * *               4 Byte
  +0x1ec   field119_0x1ec                             char * *               4 Byte
  +0x1f0   field120_0x1f0                             char * *               4 Byte
  +0x1f4   field121_0x1f4                             char * *               4 Byte
  +0x1f8   field122_0x1f8                             char * *               4 Byte
  +0x1fc   field123_0x1fc                             char * *               4 Byte
  +0x200   field124_0x200                             char * *               4 Byte
  +0x204   field125_0x204                             char * *               4 Byte
  +0x208   field126_0x208                             char * *               4 Byte
  +0x20c   field127_0x20c                             char * *               4 Byte
  +0x210   field128_0x210                             char * *               4 Byte
